concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_5_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
1558;19/12/2013;7;15;17;31;42;54;0;NULL;0.00;186;18644.94;11538;429.38;44641902.75;59235314.00;53000000.00;60449153.98;NULL
1559;21/12/2013;8;12;16;29;37;58;1;OLÍMPIA/SP;51491466.00;317;11729.76;16431;323.28;0.00;63511922.00;200000000.00;79825384.73;NULL
1560;31/12/2013;20;30;36;38;47;53;4;"MACEIÓ/AL; TEOFILÂNDIA/BA; CURITIBA/PR; PALOTINA/PR";56169465.02;1147;38701.20;90376;701.67;0.00;758218978.00;1500000.00;0.00;NULL
1561;02/01/2014;23;26;28;54;55;60;0;NULL;0.00;20;25914.28;1669;443.62;954736.58;8852704.00;3000000.00;136390.97;NULL
1562;04/01/2014;10;12;23;37;47;51;0;NULL;0.00;59;22007.62;4384;423.11;3346617.51;22178488.00;5800000.00;478088.26;NULL
1563;09/01/2014;1;6;13;20;36;43;1;ARROIO GRANDE/RS;6872625.83;202;9475.83;10395;263.05;0.00;32694576.00;2500000.00;981803.74;NULL
1564;11/01/2014;25;38;44;46;53;54;1;RIO DE JANEIRO/RJ;3219906.28;71;24619.00;5602;445.74;0.00;29856274.00;9000000.00;1441790.38;NULL
1565;15/01/2014;18;37;39;41;43;51;0;NULL;0.00;52;38754.07;5157;558.24;10056109.18;34421316.00;15000000.00;1972109.22;NULL
1566;18/01/2014;5;6;11;32;36;60;1;ITAGUAÍ/RJ;14791263.61;133;19327.16;8797;417.43;0.00;43906268.00;2500000.00;2648559.87;NULL
1567;22/01/2014;2;15;30;38;48;53;0;NULL;0.00;59;25222.12;4463;476.33;2741246.19;25417944.00;6000000.00;3040166.48;NULL
1568;25/01/2014;19;24;25;28;42;58;0;NULL;0.00;103;18255.37;7192;373.49;6204962.36;32116978.00;10000000.00;3534983.09;NULL
1569;29/01/2014;5;15;18;31;42;53;0;NULL;0.00;81;25568.62;6718;440.40;21628185.40;35375222.00;27000000.00;4079998.49;NULL
1570;01/02/2014;15;18;24;42;46;56;0;NULL;0.00;225;13231.54;11903;357.30;27112310.39;50851026.00;34000000.00;4863444.93;NULL
1571;05/02/2014;3;29;32;46;55;60;0;NULL;0.00;176;20467.75;11857;434.02;33748171.78;61530392.00;41000000.00;5811425.14;NULL
1572;08/02/2014;20;27;42;45;46;47;0;NULL;0.00;93;46724.09;11613;534.54;41752746.75;74221658.00;50000000.00;6954935.86;NULL
1573;12/02/2014;7;16;21;35;36;38;0;NULL;0.00;230;23076.78;19015;398.75;51530013.98;90658778.00;62000000.00;8351688.34;NULL
1574;15/02/2014;6;27;28;33;46;48;0;NULL;0.00;459;14318.71;29794;315.12;90042313.82;112259582.00;105000000.00;10081237.88;NULL
1575;19/02/2014;1;4;5;14;45;56;1;SANTA BÁRBARA DOESTE/SP;111503902.49;709;16432.41;42590;390.78;0.00;199000534.00;3000000.00;13147179.13;NULL
1576;22/02/2014;13;15;21;26;30;46;0;NULL;0.00;88;21264.00;5886;454.16;3447005.08;31962026.00;7000000.00;13639608.44;NULL
1577;26/02/2014;11;14;25;32;51;59;1;RIO DE JANEIRO/RJ;7599721.82;86;26213.16;6004;536.38;0.00;38505670.00;2500000.00;14232853.70;NULL
1578;01/03/2014;3;6;30;37;53;56;0;NULL;0.00;107;16801.81;6347;404.64;3311724.97;30707654.00;5000000.00;14705957.28;NULL
1579;05/03/2014;25;34;40;49;51;60;0;NULL;0.00;23;47748.72;2180;719.67;26955151.45;18758424.00;33000000.00;14994962.69;NULL
1580;08/03/2014;1;6;14;17;33;36;2;"RIO DE JANEIRO/RJ; SÃO PAULO/SP";16776243.36;378;9474.63;20400;250.79;0.00;61173162.00;2500000.00;15937439.15;NULL
1581;12/03/2014;14;15;25;30;31;34;0;NULL;0.00;41;41234.00;4202;574.75;3114252.13;28876606.00;7000000.00;16382332.33;NULL
1582;15/03/2014;1;4;13;17;38;48;1;SÃO PAULO/SP;7343875.35;125;18368.65;10807;303.51;0.00;39218778.00;3000000.00;16986564.23;NULL
1583;19/03/2014;2;9;17;18;45;47;0;NULL;0.00;130;12721.86;7907;298.80;3046550.39;28248848.00;6500000.00;17421785.73;NULL
1584;22/03/2014;3;22;27;28;50;54;0;NULL;0.00;97;22466.84;7379;421.90;20262421.25;37223782.00;25000000.00;17995281.33;NULL
1585;26/03/2014;2;43;47;48;49;55;0;NULL;0.00;103;28656.30;8235;512.03;25699576.97;50415508.00;33000000.00;18772017.88;NULL
1586;29/03/2014;8;39;43;46;47;58;0;NULL;0.00;150;25052.84;10556;508.57;32622073.40;64188188.00;40000000.00;19760945.96;NULL
1587;02/04/2014;8;19;21;30;52;56;0;NULL;0.00;179;25221.63;12440;518.45;40938574.57;77113964.00;50000000.00;20949017.56;NULL
1588;05/04/2014;23;29;32;36;45;49;2;"UBERLÂNDIA/MG; SÃO PAULO/SP";25541942.10;353;15601.86;21216;370.84;0.00;94071416.00;2500000.00;22398347.52;NULL
1589;09/04/2014;4;5;11;19;41;51;0;NULL;0.00;87;19464.78;7815;309.55;24453798.07;28925144.00;30000000.00;22843988.51;NULL
1590;12/04/2014;7;20;34;40;44;55;0;NULL;0.00;89;37931.98;8050;599.10;30672645.09;57663666.00;38000000.00;23732395.24;NULL
1591;16/04/2014;4;10;23;33;38;55;1;FIGUEIRÃO/MS;37626306.90;278;13578.58;16180;333.29;0.00;64477166.00;2000000.00;24725775.52;NULL
1592;19/04/2014;31;36;38;41;42;49;0;NULL;0.00;23;57425.97;2341;806.00;2433047.61;22560202.00;5000000.00;25073353.76;NULL
1593;23/04/2014;4;9;17;18;21;38;1;RESTINGA/SP;5259292.04;136;11281.23;8689;252.24;0.00;26206082.00;3000000.00;25477102.98;NULL
1594;26/04/2014;6;7;8;23;43;53;0;NULL;0.00;71;24708.01;6341;395.22;16848508.95;29964214.00;22000000.00;25938752.61;NULL
1595;30/04/2014;2;5;8;42;46;59;2;RIBEIRÃO PRETO/SP;10975751.52;236;11738.12;12387;319.48;0.00;47317026.00;2000000.00;26667751.78;NULL
1596;03/05/2014;1;5;7;10;12;45;1;Curitiba/PR;2826993.10;380;4038.56;16970;129.19;0.00;26213024.00;3000000.00;27071607.95;NULL
1597;07/05/2014;5;10;16;44;50;52;0;NULL;0.00;57;28914.82;5638;417.61;3036056.24;28151542.00;7000000.00;27505330.29;NULL
1598;10/05/2014;29;31;36;42;47;53;0;NULL;0.00;121;17829.91;6776;454.84;7010250.78;36850340.00;12000000.00;28073072.37;NULL
1599;14/05/2014;3;10;15;35;36;58;1;LOANDA/PR;11882469.39;135;19591.99;8922;423.49;0.00;45177182.50;18000000.00;28769103.61;NULL
1600;17/05/2014;9;23;32;35;46;57;1;PETRÓPOLIS/RJ;17751928.34;110;26147.87;8443;486.66;0.00;49128762.50;2500000.00;29526015.66;NULL
1601;21/05/2014;8;10;24;45;56;60;0;NULL;0.00;90;19047.65;5373;455.79;3157899.01;29281317.50;7000000.00;29977144.11;NULL
1602;24/05/2014;8;12;22;35;40;44;1;RIO DE JANEIRO/RJ;7222388.90;69;31977.36;6039;521.94;0.00;37687595.00;3000000.00;30557785.55;NULL
1603;28/05/2014;13;20;27;31;53;60;0;NULL;0.00;64;25486.21;4652;500.89;3004689.56;27860697.50;7000000.00;30987026.93;NULL
1604;31/05/2014;2;21;24;27;40;51;0;NULL;0.00;62;35017.62;5333;581.57;19276829.60;37083880.00;25000000.00;31558367.10;NULL
1605;04/06/2014;9;19;21;30;31;42;0;NULL;0.00;87;34579.33;6694;642.02;24818622.91;51385750.00;32000000.00;32350051.87;NULL
1606;07/06/2014;1;15;37;42;46;54;1;MACAÍBA/RN;31599293.88;101;36444.91;9327;563.79;0.00;62873125.00;3000000.00;33318719.17;NULL
1607;11/06/2014;7;31;32;41;51;52;0;NULL;0.00;91;18299.40;2820;843.58;3067558.10;28443640.00;7000000.00;33756941.77;NULL
1608;14/06/2014;5;6;17;43;54;59;0;NULL;0.00;79;25432.55;5998;478.53;6768663.83;34318150.00;11000000.00;34285671.16;NULL
1609;18/06/2014;2;6;13;26;53;60;0;NULL;0.00;140;14826.54;8573;345.88;24995950.53;35454782.50;30000000.00;34831912.32;NULL
1610;21/06/2014;1;4;9;35;36;53;0;NULL;0.00;173;15606.46;9626;400.68;29969484.28;46116617.50;36000000.00;35542417.17;NULL
1611;25/06/2014;24;28;47;50;51;58;0;NULL;0.00;97;32077.50;6367;698.13;35701227.50;53147042.50;43000000.00;36361237.63;NULL
1612;28/06/2014;6;13;17;36;42;51;2;"FEIRA DE SANTANA/BA; RIO DE JANEIRO/RJ";21337822.84;261;14506.18;16822;321.52;0.00;64669627.50;3000000.00;37357583.11;NULL
1613;02/07/2014;4;18;31;44;46;49;0;NULL;0.00;103;16406.04;5801;416.14;3112828.98;28863410.00;7000000.00;37802272.98;NULL
1614;05/07/2014;14;17;21;27;43;49;1;SÃO PAULO/SP;6912438.29;149;13843.25;7458;395.09;0.00;35231515.00;20000000.00;38345074.33;NULL
1615;09/07/2014;5;20;26;31;33;44;0;NULL;0.00;71;30288.72;5701;538.87;19419358.68;36732132.50;25000000.00;38910995.23;NULL
1616;12/07/2014;28;31;40;42;46;58;0;NULL;0.00;185;17075.01;6475;696.93;25238343.30;53955980.00;32000000.00;39742278.76;NULL
1617;16/07/2014;3;23;26;31;47;54;2;"UBERLÂNDIA/MG; SANTO ANDRÉ/SP";16075904.16;265;14162.36;13116;408.77;0.00;64104445.00;3000000.00;40729916.63;NULL
1618;19/07/2014;9;20;24;43;51;52;1;FLORESTA/PR;3400793.67;32;57692.04;3161;834.34;0.00;31533535.00;3000000.00;41215744.32;NULL
1619;23/07/2014;5;8;17;42;46;47;0;NULL;0.00;92;18392.04;7438;324.98;17707151.21;28901780.00;22000000.00;41661025.35;NULL
1620;26/07/2014;13;23;27;34;38;57;0;NULL;0.00;136;21094.54;9539;429.64;22991887.94;49002217.50;28000000.00;42415987.76;NULL
1621;30/07/2014;10;22;24;38;39;49;1;PORTO ALEGRE/RS;29279523.38;81;42139.35;6823;714.66;0.00;58301500.00;3000000.00;43314221.40;NULL
1622;02/08/2014;4;5;7;21;45;53;0;NULL;0.00;107;17975.91;7833;350.79;3543145.63;32853480.00;6500000.00;43820385.08;NULL
1623;05/08/2014;33;43;49;50;56;59;0;NULL;0.00;28;45968.32;1825;1007.52;5914143.04;21984847.50;10000000.00;44159099.02;NULL
1624;07/08/2014;2;27;32;41;47;58;0;NULL;0.00;76;27192.42;4576;645.17;23105539.15;35299480.00;28000000.00;44702947.47;NULL
1625;09/08/2014;11;22;36;40;45;52;0;NULL;0.00;77;38667.21;6419;662.62;28590177.11;50855782.50;35000000.00;45486467.18;NULL
1626;13/08/2014;3;5;14;35;43;52;0;NULL;0.00;158;24628.84;12451;446.47;35758465.17;66467267.50;44000000.00;46510508.34;NULL
1627;16/08/2014;20;26;32;41;45;57;1;DORES DO INDAIÁ/MG;44340626.24;130;35837.60;9306;715.18;0.00;79577270.00;3000000.00;47736531.37;NULL
1628;20/08/2014;26;29;34;38;50;60;0;NULL;0.00;36;48159.74;2795;886.14;3193751.09;29613752.50;6600000.00;48192781.54;NULL
1629;23/08/2014;4;20;24;35;47;59;0;NULL;0.00;92;24320.52;5701;560.67;25261484.27;38217960.00;33000000.00;48781594.15;NULL
1630;27/08/2014;1;7;30;43;44;54;0;NULL;0.00;81;39324.58;6412;709.67;31129126.44;54407152.50;38000000.00;49619828.76;NULL
1631;30/08/2014;4;29;44;47;48;60;0;NULL;0.00;140;26864.44;9659;556.25;38057323.60;64241047.50;46000000.00;50609571.23;NULL
1632;03/09/2014;6;18;24;27;56;59;1;Ribeirão Preto/SP;46770615.69;244;19385.55;16339;413.56;0.00;80793170.00;3000000.00;51854327.26;NULL
1633;06/09/2014;1;2;11;13;36;49;0;NULL;0.00;99;18634.31;7430;354.70;3398309.14;31510497.50;7000000.00;52339800.01;NULL
1634;10/09/2014;9;10;23;33;44;51;1;Curitiba/PR;7065301.82;110;18096.85;6257;454.49;0.00;34001840.00;22000000.00;52863656.12;NULL
1635;13/09/2014;8;23;28;30;32;51;0;NULL;0.00;112;25026.29;6874;582.51;23124391.25;47876382.50;30000000.00;53601273.12;NULL
1636;17/09/2014;19;26;33;35;51;52;0;NULL;0.00;90;38637.27;8474;586.22;29530043.53;59395800.00;37000000.00;54516366.32;NULL
1637;20/09/2014;1;5;24;47;55;56;0;NULL;0.00;144;28113.34;11489;503.37;36987476.12;69148332.50;45000000.00;55581713.86;NULL
1638;24/09/2014;1;2;38;41;42;58;0;NULL;0.00;143;34576.39;9363;754.40;46095623.18;84454425.00;55000000.00;56882877.73;NULL
1639;27/09/2014;16;29;34;35;49;51;2;"COLATINA/ES; CAMPO GRANDE/MS";28473749.18;228;25837.80;13321;631.76;0.00;100622977.50;30000000.00;58433145.63;NULL
1640;01/10/2014;2;6;18;23;31;46;2;"BARRA DO PIRAÍ/RJ; SÃO PAULO/SP";15134013.55;253;12364.00;12809;348.87;0.00;53430132.50;3000000.00;59256327.59;NULL
1641;04/10/2014;23;29;30;33;46;51;0;NULL;0.00;47;42522.20;4951;576.66;3681526.94;34136607.50;8000000.00;59782260.02;NULL
1642;08/10/2014;3;23;42;43;47;60;0;NULL;0.00;53;41286.03;5355;583.74;7712347.30;37375397.50;12500000.00;60358091.51;NULL
1643;11/10/2014;16;19;20;28;37;60;0;NULL;0.00;60;45113.02;5152;750.54;12698523.41;46233842.50;18500000.00;61070402.39;NULL
1644;15/10/2014;10;13;16;22;34;60;0;NULL;0.00;92;30918.20;8884;457.39;32835875.18;48585737.50;40000000.00;61818948.22;NULL
1645;18/10/2014;8;18;21;31;37;38;0;NULL;0.00;137;29198.03;8400;680.29;40204537.38;68325217.50;50000000.00;62871614.25;NULL
1646;22/10/2014;19;23;34;40;41;58;0;NULL;0.00;126;39714.43;10700;668.09;49422466.37;85472367.50;60000000.00;64188461.26;NULL
1647;25/10/2014;12;17;23;38;53;54;1;TOBIAS BARRETO/SE;61050152.43;259;24371.32;20655;436.57;0.00;107816610.00;3000000.00;65849559.29;NULL
1648;29/10/2014;15;16;18;20;22;48;0;NULL;0.00;98;17711.66;5545;447.18;3197419.78;29647770.00;7000000.00;66306333.55;NULL
1649;01/11/2014;24;33;38;42;44;54;0;NULL;0.00;99;23864.71;7522;448.70;30029733.19;40355072.50;37000000.00;66928072.00;NULL
1650;05/11/2014;17;23;29;38;57;60;0;NULL;0.00;133;28160.94;10962;488.10;36929164.09;63974315.00;45000000.00;67913704.99;NULL
1651;08/11/2014;8;27;35;38;41;44;0;NULL;0.00;145;31866.30;12024;548.97;45440820.51;78923522.50;55000000.00;69129655.92;NULL
1652;12/11/2014;7;24;26;28;44;57;0;NULL;0.00;391;14612.95;22215;367.42;55965989.43;97593625.00;67000000.00;70633251.50;NULL
1653;14/11/2014;1;21;22;27;32;45;0;NULL;0.00;134;39421.72;12071;625.17;65696928.82;90229207.50;80000000.00;72023385.71;NULL
1654;19/11/2014;7;16;33;42;50;58;0;NULL;0.00;249;34739.50;19592;630.73;114066712.47;147750745.00;135000000.00;74299736.91;NULL
1655;22/11/2014;7;24;28;46;53;56;2;"CIANORTE/PR; RIO DE JANEIRO/RJ";67657559.48;704;16384.73;39616;415.95;0.00;197023822.50;2500000.00;77335223.56;NULL
1656;26/11/2014;4;6;11;43;54;56;0;NULL;0.00;55;34902.47;5037;544.43;3536171.17;32788810.00;7500000.00;77840390.89;NULL
1657;29/11/2014;7;10;14;37;45;54;1;BURITAMA/SP;8336476.39;170;15328.71;9969;373.42;0.00;44510372.50;3000000.00;78526148.80;NULL
1658;03/12/2014;7;11;19;23;40;49;1;RIO DE JANEIRO/RJ;3748248.31;110;18497.85;7011;414.60;0.00;34755275.00;3000000.00;79061612.86;NULL
1659;06/12/2014;4;10;20;33;37;49;0;NULL;0.00;95;22938.69;6810;457.13;27489780.03;37221940.00;34000000.00;79635080.08;NULL
1660;10/12/2014;8;17;34;38;42;51;1;BARRA DO PIRAÍ/RJ;33639041.43;218;15312.71;11526;413.74;0.00;57018440.00;3000000.00;80513546.01;NULL
1661;13/12/2014;13;16;27;43;48;58;0;NULL;0.00;70;30074.43;6712;448.06;3878017.77;35958550.00;8000000.00;81067548.55;NULL
1662;17/12/2014;10;14;25;29;33;57;2;"BRASÍLIA/DF; GUARANIAÇU/PR";4077429.91;160;14510.72;8641;383.83;0.00;39656610.00;3000000.00;81678526.00;NULL
1663;20/12/2014;18;20;27;40;49;55;0;NULL;0.00;28;73129.68;3524;830.07;3771951.70;34975062.50;8000000.00;82217376.25;NULL
1664;24/12/2014;8;21;23;29;36;48;1;RECIFE/PE;7993708.78;131;17494.74;8211;398.73;0.00;39145840.00;240000000.00;0.00;NULL
1665;31/12/2014;1;5;11;16;20;56;4;"BRASÍLIA/DF; SANTA RITA DO TRIVELATO/MT; SÃO PAULO/SP";65823888.16;2581;19764.32;168546;432.36;0.00;871318160.00;3000000.00;0.00;NULL
1666;03/01/2015;1;2;23;27;45;51;0;NULL;0.00;82;15191.80;5042;352.95;2294760.72;21277950.00;5000000.00;327822.98;NULL
1667;07/01/2015;7;12;24;44;51;56;1;VILA VELHA/ES;5862774.49;143;13544.91;7934;348.75;0.00;33084067.50;3000000.00;837539.25;NULL
1668;10/01/2015;5;40;47;52;55;57;0;NULL;0.00;42;44770.97;3171;847.13;3463859.02;32118302.50;7500000.00;1332376.26;NULL
1669;14/01/2015;28;29;31;45;48;49;0;NULL;0.00;54;39170.42;3941;766.73;15671923.10;36129242.50;20000000.00;1889008.61;NULL
1670;17/01/2015;1;17;19;30;33;47;0;NULL;0.00;132;22296.52;10142;414.56;21093498.13;50271037.50;27000000.00;2663519.33;NULL
1671;21/01/2015;21;27;31;45;55;56;0;NULL;0.00;71;43701.29;5343;829.60;26809167.31;52997997.50;34000000.00;3480043.52;NULL
1672;24/01/2015;1;3;5;10;20;42;1;SOROCABA/SP;33471002.88;566;6389.44;28440;181.65;0.00;61771235.00;3000000.00;4431734.33;NULL
1673;28/01/2015;5;10;23;24;35;47;0;NULL;0.00;97;17944.76;7613;326.62;3206444.40;29731450.00;7500000.00;4889797.83;NULL
1674;31/01/2015;22;30;42;50;58;59;0;NULL;0.00;49;47493.31;2994;1110.39;23391433.62;39749837.50;30000000.00;5502211.59;NULL
1675;04/02/2015;3;18;34;35;36;56;1;JUNDIAÍ/SP;29353109.38;139;23283.01;10903;424.04;0.00;55279070.00;3000000.00;6353879.57;NULL
1676;07/02/2015;1;2;11;37;48;51;0;NULL;0.00;46;40843.61;4406;609.17;3460958.48;32091407.50;7000000.00;6848302.23;NULL
1677;11/02/2015;10;15;28;33;51;52;2;"PARÁ DE MINAS/MG; SÃO PAULO/SP";3678088.24;154;13730.83;7597;397.62;0.00;36118037.50;3000000.00;7404761.96;NULL
1678;14/02/2015;9;11;17;19;35;52;0;NULL;0.00;111;16634.25;6955;379.25;3401266.30;31537917.50;6000000.00;7890657.16;NULL
1679;18/02/2015;1;2;27;28;46;47;1;Curitiba/PR;5548048.14;35;33297.02;3289;506.18;0.00;19905830.00;15000000.00;8197340.29;NULL
1680;21/02/2015;23;37;38;46;47;51;1;PORTO ALEGRE/RS;16547485.01;298;8541.66;5821;624.68;0.00;43477555.00;3000000.00;8867185.88;NULL
1681;25/02/2015;1;6;8;11;33;50;1;SÃO PAULO/SP;3031830.86;90;18287.23;6663;352.87;0.00;28112362.50;3000000.00;9300304.58;NULL
1682;28/02/2015;7;13;35;37;39;51;0;NULL;0.00;201;8894.93;8761;291.53;3293462.01;30538312.50;7000000.00;9770799.18;NULL
1683;04/03/2015;4;12;32;33;34;48;1;SANTO ANDRÉ/SP;7199799.02;80;26507.29;6925;437.45;0.00;36221137.50;3000000.00;10328847.34;NULL
1684;07/03/2015;9;12;18;31;39;50;0;NULL;0.00;49;38803.85;4143;655.62;15082796.62;32477135.00;20000000.00;10829212.77;NULL
1685;11/03/2015;3;18;31;39;46;51;0;NULL;0.00;134;21565.46;7584;544.33;20406061.12;49359462.50;26000000.00;11589679.15;NULL
1686;14/03/2015;9;14;37;44;46;55;3;"SANTA TERESA/ES; IBIUNA/SP; SERTÃOZINHO/SP";8927028.65;117;29578.87;8999;549.38;0.00;59111810.00;3000000.00;12500397.00;NULL
1687;18/03/2015;15;24;37;46;49;58;1;RECIFE/PE;3174732.56;75;22979.02;4522;544.45;0.00;29437405.00;3000000.00;12953930.24;NULL
1688;21/03/2015;18;23;30;32;42;56;0;NULL;0.00;47;39205.52;4355;604.44;3394372.46;31473995.00;7000000.00;13438840.61;NULL
1689;25/03/2015;2;5;13;27;41;53;2;"REDENÇÃO/PA; SÃO PAULO/SP";3610233.13;185;11227.15;9634;307.98;0.00;35477090.00;19000000.00;13985425.45;NULL
1690;28/03/2015;21;24;26;35;45;53;0;NULL;0.00;63;42636.38;5708;672.26;18835399.50;45880452.50;25000000.00;14692291.77;NULL
1691;01/04/2015;1;10;24;39;45;58;0;NULL;0.00;145;21660.17;9387;477.97;24620945.12;53645920.00;32000000.00;15518798.30;NULL
1692;04/04/2015;11;13;14;27;44;56;0;NULL;0.00;180;17116.48;12447;353.60;30296410.60;52625212.50;38000000.00;16329579.10;NULL
1693;08/04/2015;5;15;18;19;21;38;0;NULL;0.00;178;22383.35;13997;406.64;37635793.70;68053730.00;46000000.00;17378062.41;NULL
1694;11/04/2015;20;29;34;37;45;57;1;TOLEDO/PR;46904093.93;348;14457.94;10854;662.21;0.00;85939430.00;25000000.00;18702105.32;NULL
1695;15/04/2015;24;36;38;43;44;58;0;NULL;0.00;128;22201.93;8910;455.64;25988372.92;48540870.00;33000000.00;19449959.88;NULL
1696;18/04/2015;1;12;17;31;37;46;1;DIAMANTINA/MG;32909935.88;135;27832.74;9824;546.39;0.00;64179532.50;3000000.00;20438754.61;NULL
1697;22/04/2015;8;23;30;51;53;58;0;NULL;0.00;62;23627.94;3593;582.45;2698560.23;25022142.50;6000000.00;20824263.23;NULL
1698;25/04/2015;11;13;24;28;44;45;0;NULL;0.00;132;16764.14;8869;356.43;6774893.33;37797410.00;11000000.00;21406596.54;NULL
1699;29/04/2015;1;6;10;30;33;38;0;NULL;0.00;189;12999.07;9424;372.42;26045125.94;41964382.50;33000000.00;22053129.14;NULL
1700;02/05/2015;15;18;41;48;50;58;1;CAMBUCI/RJ;31494038.01;65;45507.40;5380;785.44;0.00;50524517.50;2500000.00;22831545.17;NULL
1701;05/05/2015;3;9;18;32;40;56;1;RIBEIRA DO POMBAL/BA;2018423.55;59;18571.45;3328;470.34;0.00;18715640.00;2000000.00;23119891.41;NULL
1702;07/05/2015;17;19;33;35;39;52;1;ARAPIRACA/AL;2757367.25;139;10768.76;5963;358.60;0.00;25567425.00;3000000.00;23513801.04;NULL
1703;09/05/2015;3;23;26;35;39;49;0;NULL;0.00;75;23062.69;4451;555.15;3186292.13;29544590.00;7000000.00;23968985.63;NULL
1704;13/05/2015;1;7;11;32;51;59;0;NULL;0.00;74;28153.70;6399;465.11;17866181.80;35585577.50;23000000.00;24517241.91;NULL
1705;16/05/2015;25;27;29;37;50;51;0;NULL;0.00;60;52107.79;6095;732.79;23625464.27;53402397.50;30000000.00;25339996.57;NULL
1706;20/05/2015;12;31;34;36;48;56;1;CAMPO GRANDE/MS;29938493.60;136;25199.07;10756;455.17;0.00;58536962.50;3000000.00;26241857.93;NULL
1707;23/05/2015;7;16;20;27;36;52;0;NULL;0.00;65;26797.28;4048;614.70;3208621.29;29751635.00;6500000.00;26700232.41;NULL
1708;27/05/2015;17;29;32;38;45;50;0;NULL;0.00;72;30205.91;4174;744.34;7214878.56;37147638.50;12000000.00;27272554.89;NULL
1709;30/05/2015;7;19;30;35;42;47;0;NULL;0.00;102;26620.03;6499;596.84;27483984.27;46378374.00;33000000.00;27987092.53;NULL
1710;03/06/2015;7;21;28;56;58;59;0;NULL;0.00;90;39936.87;6845;750.14;34105096.25;61393629.50;42000000.00;28932965.69;NULL
1711;06/06/2015;22;26;38;39;45;50;0;NULL;0.00;85;44885.37;6112;891.74;41133200.24;65167424.00;50000000.00;29936980.56;NULL
1712;10/06/2015;2;12;19;29;50;59;0;NULL;0.00;169;31683.66;9443;810.05;50996825.22;91459522.00;65000000.00;31346069.86;NULL
1713;13/06/2015;3;10;16;23;27;29;2;"MARINGÁ/PR; RIO DE JANEIRO/RJ";31598692.07;388;17070.00;21476;440.56;0.00;113128519.00;3000000.00;33089006.85;NULL
1714;17/06/2015;2;8;24;36;51;52;0;NULL;0.00;106;17471.23;5421;488.03;28004271.91;31632681.50;33000000.00;33576362.05;NULL
1715;20/06/2015;16;20;35;40;53;60;0;NULL;0.00;58;54443.91;4649;970.33;33821173.57;53936666.00;40000000.00;34407348.01;NULL
1716;24/06/2015;2;25;36;41;42;53;1;SÃO PAULO/SP;40781877.95;62;60946.26;5896;915.55;0.00;64542467.50;3000000.00;35401734.37;NULL
1717;27/06/2015;2;9;16;37;44;58;0;NULL;0.00;122;14665.09;4934;518.02;3295785.25;30559854.50;6800000.00;35872560.83;NULL
1718;01/07/2015;4;30;31;32;47;53;0;NULL;0.00;49;41257.55;3197;903.35;7019821.66;34530772.50;11500000.00;36404566.04;NULL
1719;04/07/2015;1;22;31;34;44;54;0;NULL;0.00;45;57989.50;3009;1238.91;27292500.36;44572668.00;33000000.00;37091283.72;NULL
1720;07/07/2015;18;23;31;39;49;57;0;NULL;0.00;47;44551.33;3410;877.21;31149707.61;35765586.50;35000000.00;37642313.34;NULL
1721;09/07/2015;4;12;19;33;36;38;1;ITAPEVI/SP;36404331.56;188;15172.92;9668;421.49;0.00;48722999.50;3000000.00;38392973.91;NULL
1722;11/07/2015;9;23;39;41;49;58;0;NULL;0.00;33;52798.49;2640;942.83;3209592.45;29760640.00;7000000.00;38851487.13;NULL
1723;15/07/2015;14;27;30;46;52;60;0;NULL;0.00;54;38128.57;3169;928.16;7002382.06;35168280.00;11000000.00;39393314.24;NULL
1724;18/07/2015;27;33;37;39;58;60;0;NULL;0.00;53;48154.01;4281;851.65;24787802.64;43592832.50;32000000.00;40064935.88;NULL
1725;22/07/2015;16;18;26;30;31;34;0;NULL;0.00;51;66070.32;5054;952.45;30994934.63;57555039.50;37500000.00;40951669.04;NULL
1726;25/07/2015;3;10;42;49;54;57;0;NULL;0.00;111;34383.16;7581;719.19;38025386.82;65189197.50;46000000.00;41956019.37;NULL
1727;29/07/2015;4;6;19;20;40;41;1;SÃO PAULO/SP;46391009.23;122;37224.08;8814;736.05;0.00;77569436.00;3000000.00;43151108.29;NULL
1728;01/08/2015;3;8;28;39;42;59;0;NULL;0.00;45;42525.31;3617;755.81;3525124.52;32686381.00;7500000.00;43654697.52;NULL
1729;04/08/2015;7;14;23;43;44;53;0;NULL;0.00;39;33293.47;2553;726.56;23215411.62;22178415.00;27000000.00;43996393.70;NULL
1730;06/08/2015;1;10;17;24;42;51;2;"PORTO ALEGRE/RS; SANTA MARIA/RS";13940874.15;195;12990.53;10089;358.68;0.00;43268162.00;3000000.00;44663013.24;NULL
1731;08/08/2015;5;18;27;43;49;59;0;NULL;0.00;68;25764.20;4160;601.63;3227305.34;29924881.00;7000000.00;45124056.87;NULL
1732;12/08/2015;25;34;38;45;53;60;1;RIO DE JANEIRO/RJ;7041557.17;73;28364.30;3177;931.06;0.00;35367286.50;3000000.00;45668950.00;NULL
1733;15/08/2015;3;5;9;14;41;46;1;BAIXO GUANDÚ/ES;3330428.53;63;28697.57;4818;536.06;0.00;30881081.00;3000000.00;46144725.52;NULL
